sample_id,label,source,env,snr_db,run_tag,bin_path,fold
133,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_525_31306.bin,train
134,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_526_31306.bin,train
135,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_530_31606.bin,train
136,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_532_31648.bin,train
137,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_530_31659.bin,train
138,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_530_31764.bin,train
139,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_534_31814.bin,train
140,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_537_31982.bin,train
141,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_684_38400.bin,train
142,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_684_38557.bin,train
143,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_683_38595.bin,train
144,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1220_63927.bin,train
145,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1220_63995.bin,train
146,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1236_64063.bin,train
147,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_683_38345.bin,train
148,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_683_38443.bin,train
149,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_683_38494.bin,train
150,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_683_38545.bin,train
151,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_715_41534.bin,train
152,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_752_41956.bin,train
153,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_760_41975.bin,train
154,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_752_42147.bin,train
155,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_701_39303.bin,train
156,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_696_39346.bin,train
157,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_696_39403.bin,train
158,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_701_39419.bin,train
159,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_696_39451.bin,train
160,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_701_39479.bin,train
161,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_696_39508.bin,train
162,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_704_39789.bin,train
163,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1496_75079.bin,train
164,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_672_38010.bin,train
165,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_673_38010.bin,train
166,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_672_38070.bin,train
167,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_680_38147.bin,train
168,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_679_38142.bin,train
169,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_932_50956.bin,train
170,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_939_51382.bin,train
171,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1392_69567.bin,train
172,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1390_69607.bin,train
173,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1392_69675.bin,train
174,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1403_69958.bin,train
175,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1228_63995.bin,train
176,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1237_64101.bin,train
177,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_696_39295.bin,train
178,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1116_58149.bin,train
179,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1117_58149.bin,train
180,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1117_58211.bin,train
181,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1116_58237.bin,train
182,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1117_58280.bin,train
183,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1116_58288.bin,train
184,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_871_47612.bin,train
185,drone_binary,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_873_47674.bin,train
186,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_89_8913.bin,train
187,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_89_8978.bin,train
188,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_96_9110.bin,train
189,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1000_53333.bin,train
190,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1001_53382.bin,train
191,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1000_53394.bin,train
192,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1001_53430.bin,train
193,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1000_53443.bin,train
194,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1001_53478.bin,train
195,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1000_53494.bin,train
196,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1001_53526.bin,train
197,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1000_53544.bin,train
198,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1001_53605.bin,train
199,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_607_33149.bin,train
200,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_613_33262.bin,train
201,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_607_33269.bin,train
202,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_613_33316.bin,train
203,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_607_33353.bin,train
204,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_613_33367.bin,train
205,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_607_33403.bin,train
206,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_613_33474.bin,train
207,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_607_33473.bin,train
208,Frog,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_629_33644.bin,train
209,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_159_13850.bin,train
210,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_161_13900.bin,train
211,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_884_50229.bin,train
212,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_886_50254.bin,train
213,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_899_50412.bin,train
214,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_903_50432.bin,train
215,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_138_12445.bin,train
216,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_705_41390.bin,train
217,drone_bebop,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_706_41390.bin,train
218,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_241_16177.bin,train
219,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_242_16178.bin,train
220,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_241_16252.bin,train
221,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_241_16354.bin,train
222,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_241_16475.bin,train
223,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_241_16573.bin,train
224,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_285_16606.bin,train
225,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_241_16624.bin,train
226,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1135_59396.bin,train
227,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1137_59397.bin,train
228,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1139_59403.bin,train
229,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1141_59481.bin,train
230,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1141_59531.bin,train
231,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1141_59580.bin,train
232,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1141_59630.bin,train
233,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1141_59771.bin,train
234,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1148_59930.bin,train
235,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1151_60012.bin,train
236,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_42_6100.bin,train
237,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_41_6155.bin,train
238,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_41_6218.bin,train
239,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_42_6227.bin,train
240,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_47_6408.bin,train
241,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_47_6456.bin,train
242,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_47_6504.bin,train
243,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_47_6552.bin,train
244,Elephant,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_54_6636.bin,train
245,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61229.bin,train
246,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61281.bin,train
247,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61331.bin,train
248,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61442.bin,train
249,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61492.bin,train
250,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61542.bin,train
251,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61592.bin,train
252,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61640.bin,train
253,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61688.bin,train
254,Bear,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_1179_61743.bin,train
255,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_249_16353.bin,train
256,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_249_16439.bin,train
257,Lion,clean,none,high,a1,/Users/abhinav/research/experiments/odas/logs_a1/patch_273_16476.bin,train
